,key,Start,End,segment,PN6,PN7,PN8,PN9,PN13,PN14,PN15,PN16,PN17,PN22,PN24,PN25,PN31,PN32,PN33,PN38,PN40,PN41,PN42,PN45,PN46,PN47,PN48,sum_reads,classification,max_diff,slope,rank,cluster
10200,PA_316_1974,316,1974,PA,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,0.0,17.0,de_novo_loss,4.0,0.004940711462450593,8067.0,5.0
5763,PA_167_1952,167,1952,PA,0.0,4.0,0.0,2.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,17.0,de_novo_loss,4.0,-0.07707509881422925,8067.0,5.0
3699,PA_119_158,119,158,PA,0.0,4.0,0.0,2.0,0.0,4.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,de_novo_loss,4.0,-0.10276679841897236,8067.0,5.0
11618,PA_474_1387,474,1387,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,de_novo_loss,4.0,-0.011857707509881422,8067.0,5.0
10963,PA_384_1947,384,1947,PA,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,1.0,1.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,de_novo_loss,4.0,-0.03656126482213439,8067.0,5.0
9234,PA_277_2027,277,2027,PA,0.0,0.0,4.0,0.0,4.0,0.0,0.0,3.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0,de_novo_loss,4.0,-0.07312252964426878,8067.0,5.0
10999,PA_390_1974,390,1974,PA,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,3.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,de_novo_loss,4.0,-0.05237154150197629,8067.0,5.0
8991,PA_259_1929,259,1929,PA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,1.0,0.0,16.0,de_novo_loss,4.0,0.02075098814229249,8067.0,5.0
6338,PA_1812_1867,1812,1867,PA,0.0,1.0,0.0,2.0,2.0,4.0,0.0,2.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,de_novo_loss,4.0,-0.08300395256916995,8067.0,5.0
7958,PA_213_1984,213,1984,PA,0.0,0.0,2.0,4.0,1.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,de_novo_loss,4.0,-0.08992094861660078,8067.0,5.0
4940,PA_144_2019,144,2019,PA,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.009881422924901186,8067.0,5.0
10967,PA_385_1802,385,1802,PA,0.0,1.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.059288537549407105,8067.0,5.0
9501,PA_293_1828,293,1828,PA,0.0,0.0,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.043478260869565216,8067.0,5.0
8592,PA_245_1993,245,1993,PA,0.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,de_novo_loss,4.0,-0.037549407114624504,8067.0,5.0
4862,PA_142_1903,142,1903,PA,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.04051383399209486,8067.0,5.0
10795,PA_370_1747,370,1747,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,9.0,de_novo_loss,4.0,0.05731225296442688,8067.0,5.0
5715,PA_166_1971,166,1971,PA,0.0,0.0,1.0,0.0,1.0,1.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.04545454545454544,8067.0,5.0
10787,PA_370_1675,370,1675,PA,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.049407114624505914,8067.0,5.0
7546,PA_2026_2055,2026,2055,PA,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.04249011857707509,8067.0,5.0
6233,PA_179_1915,179,1915,PA,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,0.018774703557312256,8067.0,5.0
10166,PA_316_1833,316,1833,PA,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.009881422924901186,8067.0,5.0
9058,PA_267_1879,267,1879,PA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.013833992094861662,8067.0,5.0
7026,PA_193_1948,193,1948,PA,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.04545454545454544,8067.0,5.0
7005,PA_1936_1960,1936,1960,PA,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.03952569169960474,8067.0,5.0
4225,PA_129_156,129,156,PA,0.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.06422924901185771,8067.0,5.0
11140,PA_408_2074,408,2074,PA,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.02865612648221344,8067.0,5.0
4760,PA_139_1959,139,1959,PA,0.0,2.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.05928853754940711,8067.0,5.0
9357,PA_286_1793,286,1793,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,0.03260869565217391,8067.0,5.0
11307,PA_413_440,413,440,PA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,0.03754940711462451,8067.0,5.0
4149,PA_125_2064,125,2064,PA,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,0.00889328063241107,8067.0,5.0
10680,PA_359_2027,359,2027,PA,0.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.062252964426877465,8067.0,5.0
4175,PA_126_1986,126,1986,PA,0.0,0.0,0.0,0.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.05237154150197629,8067.0,5.0
12324,PA_83_2057,83,2057,PA,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,0.016798418972332016,8067.0,5.0
8418,PA_239_1939,239,1939,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,0.0019762845849802396,8067.0,5.0
3801,PA_120_2008,120,2008,PA,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.01778656126482214,8067.0,5.0
10242,PA_318_1986,318,1986,PA,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.023715415019762844,8067.0,5.0
4638,PA_138_1834,138,1834,PA,0.0,0.0,0.0,2.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,4.0,-0.05533596837944665,8067.0,5.0
9300,PA_280_2061,280,2061,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,2.0,0.0,8.0,de_novo_loss,4.0,0.06521739130434784,8067.0,5.0
10002,PA_305_355,305,355,PA,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.05731225296442688,8067.0,5.0
10149,PA_316_1726,316,1726,PA,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.03754940711462451,8067.0,5.0
8679,PA_247_1797,247,1797,PA,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,0.00790513833992095,8067.0,5.0
8198,PA_231_1983,231,1983,PA,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.03162055335968379,8067.0,5.0
7110,PA_194_1903,194,1903,PA,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.021739130434782605,8067.0,5.0
8358,PA_234_280,234,280,PA,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.06324110671936758,8067.0,5.0
9534,PA_294_1738,294,1738,PA,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.0108695652173913,8067.0,5.0
9962,PA_304_1937,304,1937,PA,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,9.0,de_novo_loss,4.0,0.0019762845849802383,8067.0,5.0
4182,PA_126_2016,126,2016,PA,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.02569169960474309,8067.0,5.0
7790,PA_207_1852,207,1852,PA,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.045454545454545456,8067.0,5.0
11677,PA_495_1808,495,1808,PA,0.0,4.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.07114624505928853,8067.0,5.0
7959,PA_213_1986,213,1986,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.00790513833992095,8067.0,5.0
6595,PA_1867_2063,1867,2063,PA,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.021739130434782608,8067.0,5.0
6538,PA_185_1923,185,1923,PA,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.02865612648221344,8067.0,5.0
7908,PA_210_1928,210,1928,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.007905138339920948,8067.0,5.0
11153,PA_409_1850,409,1850,PA,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.02371541501976285,8067.0,5.0
6708,PA_187_1808,187,1808,PA,0.0,0.0,4.0,0.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.06126482213438734,8067.0,5.0
6218,PA_179_1836,179,1836,PA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,0.01679841897233202,8067.0,5.0
8199,PA_231_1985,231,1985,PA,0.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.039525691699604744,8067.0,5.0
6948,PA_1921_1984,1921,1984,PA,0.0,0.0,4.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.06620553359683795,8067.0,5.0
9421,PA_291_1748,291,1748,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,0.021739130434782608,8067.0,5.0
9438,PA_291_1877,291,1877,PA,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.019762845849802372,8067.0,5.0
9554,PA_294_1839,294,1839,PA,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.027667984189723323,8067.0,5.0
4808,PA_140_1939,140,1939,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,0.03359683794466404,8067.0,5.0
5840,PA_168_2084,168,2084,PA,0.0,2.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.06521739130434782,8067.0,5.0
10378,PA_342_1799,342,1799,PA,0.0,4.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.06719367588932806,8067.0,5.0
10364,PA_341_1916,341,1916,PA,0.0,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.049407114624505914,8067.0,5.0
10332,PA_335_1728,335,1728,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,9.0,de_novo_loss,4.0,0.04545454545454546,8067.0,5.0
11890,PA_549_1873,549,1873,PA,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,0.013833992094861662,8067.0,5.0
8655,PA_246_2005,246,2005,PA,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.016798418972332013,8067.0,5.0
12035,PA_647_1478,647,1478,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,2.0,0.0,9.0,de_novo_loss,4.0,0.06521739130434782,8067.0,5.0
9725,PA_297_462,297,462,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,0.022727272727272728,8067.0,5.0
3641,PA_118_172,118,172,PA,0.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.023715415019762844,8067.0,5.0
8233,PA_232_1991,232,1991,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,2.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,0.044466403162055336,8067.0,5.0
8088,PA_228_1922,228,1922,PA,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.024703557312252974,8067.0,5.0
8639,PA_246_1861,246,1861,PA,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.02371541501976285,8067.0,5.0
4659,PA_138_192,138,192,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,0.0,0.0,9.0,de_novo_loss,4.0,0.07114624505928853,8067.0,5.0
12258,PA_82_1747,82,1747,PA,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.037549407114624504,8067.0,5.0
3815,PA_120_217,120,217,PA,0.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.03260869565217391,8067.0,5.0
5358,PA_157_1959,157,1959,PA,0.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.052371541501976274,8067.0,5.0
4087,PA_124_2034,124,2034,PA,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.021739130434782608,8067.0,5.0
12211,PA_81_1753,81,1753,PA,0.0,0.0,0.0,4.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.0533596837944664,8067.0,5.0
10210,PA_316_2042,316,2042,PA,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0,de_novo_loss,4.0,-0.04743083003952569,8067.0,5.0
5973,PA_171_1996,171,1996,PA,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,9.0,de_novo_loss,4.0,-0.029644268774703556,8067.0,5.0
5168,PA_152_1922,152,1922,PA,0.0,0.0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,4.0,-0.05039525691699605,8067.0,5.0
10519,PA_353_1726,353,1726,PA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.015810276679841893,8067.0,5.0
10649,PA_359_1799,359,1799,PA,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.046442687747035576,8067.0,5.0
5466,PA_162_1673,162,1673,PA,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,10.0,de_novo_loss,4.0,-0.02371541501976285,8067.0,5.0
11592,PA_463_1745,463,1745,PA,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.04051383399209487,8067.0,5.0
5540,PA_163_2026,163,2026,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,de_novo_loss,4.0,-0.011857707509881417,8067.0,5.0
11586,PA_463_1631,463,1631,PA,0.0,2.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.05928853754940711,8067.0,5.0
5366,PA_157_1985,157,1985,PA,0.0,0.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.05731225296442688,8067.0,5.0
12058,PA_654_1716,654,1716,PA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8.0,de_novo_loss,4.0,0.011857707509881426,8067.0,5.0
10620,PA_358_1754,358,1754,PA,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,-0.023715415019762844,8067.0,5.0
11610,PA_465_1888,465,1888,PA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,de_novo_loss,4.0,0.02173913043478261,8067.0,5.0
10215,PA_316_371,316,371,PA,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,10.0,de_novo_loss,4.0,-0.05039525691699604,8067.0,5.0
12625,PA_95_172,95,172,PA,0.0,0.0,0.0,1.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,de_novo_loss,4.0,-0.0029644268774703625,8067.0,5.0
